Contexte gauche,Chaîne,Transcription,Contexte droit
shall overpower you.,”,',' @Don't proroko lim
verpower you.'' @Don,’,',"t proroko lim,'' whi"
er you.'' @Don't pro,v,r,"oko lim,'' whispered"
you.'' @Don't prorok,e,o," lim,'' whispered Gi"
u.'' @Don't proroko ,h,l,"im,'' whispered Ging"
" @Don't proroko lim,",”,',"' whispered Ginger, "
 plucking the Tinker,’,',s slcore. @For my pa
king the Tinker's sl,eev,cor,"e. @For my part, I s"
"For my part, I sha'n",’,',t stay any longer. I
any longer. I wouldn,’,',t take kis money.'' 
er. I wouldn't take ,h,k,is money.'' And le q
dn't take kis money.,”,',' And le quittcd the
ke kis money.'' And ,h,l,e quittcd the room. 
oney.'' And le quitt,e,c,d the room. @I@ll go
@I@ll go and see wot,’,',s tho matter wi' Gin
 go and see wot's th,e,o," matter wi' Ginger,'"
 wot's tho matter wi,’,'," Ginger,'' said tho "
"o matter wi' Ginger,",”,',"' said tho San@man, "
"i' Ginger,'' said th",e,o," San@man, slinking a"
"fears. @Here, take t",h,l,"is purse, and troubl"
d trouble me no more,!”,:',' cried Auriol. Tho 
:'' cried Auriol. Th,e,o, Tinker's hands clut
d Auriol. Tho Tinker,’,',s hands clutched the
utched the purse mec,h,l,"anically, but he ins"
"y, but he instantly ",l,I,aid it down again. @
id it down again. @@,’,T,m bad enough-but I w
ain. @@Tm bad enough,—,-,but I won't scell my
bad enough-but I won,’,',t scell myself to th
"myself to the de@il,",”,',' he said. And he fo
 and covered his fac,e,a, witl his hands. Whe
covered his faca wit,h,l, his hands. When he 
" he looked up, he fo",u,n,nd tho tall man in t
"oked up, he fonnd th",e,o, tall man in the bla
man in the black clo,a,n,k standing beside hi
side him. A demoniac,a,s,l smile played upon 
 upon his features. ,“Y,e ,ou lero?'' cried Aur
 his features. e ou ,h,l,ero?'' cried Auriol.
s features. e ou ler,e,o,?'' cried Auriol. @O
features. e ou lero?,”,',' cried Auriol. @Of 
" Auriol. @Of course,",”,',' replied the strang
plied the stranger. ,“,t,I camo to wntcl over
the stranger. tI cam,e,o, to wntcl over your 
ranger. tI camo to w,a,n,tcl over your safety
ger. tI camo to wntc,h,l, over your safety. Y
 in danger from thos,e,o, men. But you need n
ore about them. I ha,v,s,"e your poekct-book, "
them. I hase your po,c,e,"kct-book, and tho sl"
em. I hase your poek,e,c,"t-book, and tho slip"
" poekct-book, and th",e,o, slip of paper that 
dropped from it. Her,e,o, are both. Now let u
other matters. You h,a,s,ve just parted from 
 again this evening.,”,',"' e Perchance,'' rep"
ain this evening.'' ,“,e," Perchance,'' replie"
"ning.'' e Perchance,",”,',' replied Auriol. TE
",'' replied Auriol. ",“,T,E BARDBE OF LODON. 4
ARDBE OF LODON. 4 Yo,u,n," will,'' rejoined th"
"F LODON. 4 Yon will,",”,',' rejoined the stran
"mber, your ten years",’,', limit draws to a cl
a few days it will b,e,c, at an end; and if y
at an end; and if yo,u,n," renew it not, you w"
@@@@@@@@@@@@@@@@@@@@,hands,=:z::,",@@@@@@@@@@@@@@@ @Be"
@@@@@@ @Because I wi,l,i,l not sncrifice the 
Because I wiil not s,a,n,"crifice the girl,'' "
" sncrifice the girl,",”,',' replied Auriol. @Y
"annot help yourself,",”,',' cried thoe strangc
'' cried thoe strang,e,c,"r, sccrnfully. @I co"
"ed thoe strangcr, sc",o,c,rnfully. @I co@mand 
 to bring her to me.,”,',' @I persist in my r
"rsist in my refusal,",”,',' replied Auriol. e 
",'' replied Auriol. ",“,e, It is useless to br
It is useless to bra,v,r,"e my power,'' sail t"
"s to brare my power,",”,',' sail tho stranger.
"rare my power,'' sai",d,l, tho stranger. `A mo
" my power,'' sail th",e,o, stranger. `A moon i
 sail tho stranger. ,“,`,A moon is just born.
n. When it has attai,n,u,ed its first q@arter
"s first q@arter, Ebb",a,s, shall bo mine. TiIl
"@arter, Ebbs shall b",e,o," mine. TiIl then, fa"
bs shall bo mine. Ti,l,I,"l then, farewell.'' "
"TiIl then, farewell.",”,',' And as the words w
@@@@@@@@@@@@@@@@@@ @,ondon,vIII., Wuo @ss not heard o
@@@@@@@@@@@ @vIII. W,h,u,o @ss not heard of t
@@@@@@@ @vIII. Wuo @,a,s,s not heard of the B
the Barber of London,?,2, His dwelling is in 
lling is in the neig,h,l,bourhood of Lineoln'
neiglbourhood of Lin,c,e,oln's Inn. It is nee
lbourhood of Lineoln,’,',s Inn. It is needles
less to particularis,e,o," the street, for e@e"
"eet, for e@erybody k",n,u,ows the shop; that i
"p; that is to say, e",v,r,ery member of the le
"e legal profession, ",h,l,"igh or low. All, to "
" themselves, have th",e,o,"ir hair cut, or thei"
 Mr. Tuff@ell Trigge,—,-,Figaro himself not p
mself not pleasanter,—,-,and if you do not sh
 you do not sha@e yo,u,n,rself-if yon want a 
o not sha@e yonrself,—,-,if yon want a becomi
sha@e yonrself-if yo,u,n, want a becoming flo
" require a wig, I re",c,e,ommend yon to the ca
" wig, I reeommend yo",u,n, to the care of Mr. 
the care of Mr. Tuff,n,u,ell LII 2 ALDIOL. Tr
 he will gi@e you th,e,a, last funny tling of
you tha last funny t,h,l,ing of Mr. Serjeant 
ell you how many bri,e,o,fs the great Mr. Sli
iofs the great Mr. S,k,l,inner Fyne recei@es-
linner Fyne recei@es,—,-,what the VWice-Chanc
"eeably. HBesides, yo",u,n, are likely to see s
"ters, for Mr. Trigge",’,',s shop is quite as l
uite as lounge. Perh,a,s,ps you may find a yo
r who has just been ,“,',"' callel,'' ordering"
s just been '' calle,d,l,",'' ordering his `fi"
"just been '' callel,",”,',' ordering his `firs
"lel,'' ordering his ",“,`,"first wig,'' and you"
"ring his `first wig,",”,',' and you may hear t
to his future distin,c,e,"tion. @Ah, sir,'' ha"
"stinetion. @Ah, sir,",”,',"' ha will say, glanc"
"etion. @Ah, sir,'' h",e,a," will say, glancing "
"s of the young @an, ",“,`,`you have quite the 
u have quite the fac,e,o, of tho Chiof Justic
quite the faco of th,e,o, Chiof Justice-quite
 the faco of tho Chi,e,o,f Justice-quite tlo 
of tho Chiof Justice,—,-,quite tlo face of th
hiof Justice-quite t,he,lo, face of tho chief-I
quite tlo face of th,e,o, chief-I don't reeol
lo face of tho chief,—,-,I don't reeollect hi
e of tho chief-I don,’,',t reeollect him orde
tho chief-I don't re,c,e,ollect him ordering 
dering his first wig,—,-,that was a little be
 little before my ti,m,n,e; but I hope to liv
e; but I hope to liv,e,a," to sce you chief, s"
 I hope to liva to s,e,c,"e you chief, sir. Qu"
Quite within your re,a,n,"ch, if you cloose to"
"your rench, if you c",h,l,oose to apply. Sure 
"ply. Sure of it, sir",—,-,"quito sure,'' Or you"
"Sure of it, sir-quit",e,o," sure,'' Or you may "
"f it, sir-quito sure",.”,",'",' Or you may see him
pils in conveyancers,’,', chambcrs; for those
 conveyancers' chamb,e,c,rs; for those are th
 whom Mr. Trigge chi,ef,cl,ly delights; with th
"g clerks, barristers",’,'," clerks, engrossing "
 friends. Mr. Trigge,’,',s shop is nono of yo
Trigge's shop is non,e,o, of your spruce Wesl
o of your spruce Wes,t E,l-e,nd hair1 TE BARBEB O
spruce Wesl-end hair,-,1, TE BARBEB OF LONDON
ruce Wesl-end hair1 ,cu,TE, BARBEB OF LONDON. e
ante-room full of be,a,n,"rs'-grease, oils, cr"
e-room full of benrs,’,',"-grease, oils, cream"
 it is a real barber,’,',s and hairdresser's 
er's and hairdresser,’,',"s shop, of the good "
"ed for a shilling, a",n,u,d sha@ed for half th
"e, the floor is not ",c,e,overed wit@@a carpet
iumphs of Mr. Trigge,’,',"s art; and, above th"
of pommade and bears,’,',"-grease, and the iro"
" by the barber, are ",o,v,"ther bustos, done to"
miably into the room,.,",", On the block is a j
the block is a judge,’,',"s wig, which MIr. Tr"
unsel. On eit@er sid,e,a, of tha fireplace ar
On eit@er sida of th,e,a, fireplace are portr
replace are portrait,s,e, of Lord Eldon and L
and Lor@ Lyndhurst. ,S,f,ome other portraits 
t the counter rests ,a,n," board, displaying t"
g the playbill of th,e,o, ovening; and near i
the playbill of tho ,e,o,vening; and near it 
ndicating that bears,’,',-grease may be had o
. Amongst Mr. Trigge,’,',s li@o stock may b@ 
gst Mr. Trigge's li@,e-,o ,stock may b@ enumera
"ts master avouches, ",“,`, as well as a Christ
well as a Christian.,”,',' 94 ACnIOL. And now
r. Tuffnell ITrigge ,h,b,imself. He is @ery t
lf so upright that h,e,a, loses not an inch o
 an inch of his stat,u,n,re. His hcad is larg
f his statnre. His h,e,c,ad is large and @is 
d is large and @is f,a,u,"ce long, with marked"
", charged, it must b",e,o," admitted, with a @e"
", with a @ery self-s",a,u,tisfied expression. 
ression. One cannot ,e,c,arn the appellation 
ellation of the Barb,e,c,r of Loulon withont 
 of the Barbcr of Lo,nd,ul,on withont talent; a
rbcr of Loulon witho,u,n,t talent; and it is 
talent; and it is th,e,o, consciousness of th
lends to MIr. Trigge,’,',s features thcir app
Trigge's features th,e,c,ir apparently concei
istly hair is brushe,d,l," baek, so as to exhi"
y hair is brushel ba,c,e,"k, so as to exhibit "
he prodigious expans,e,c, of his forelead. II
 expansc of his fore,h,l,ead. IIis eycbrows a
sc of his forelead. ,H,I,Iis eycbrows are oel
is forelead. IIis ey,e,c,"brows are oelevated,"
", consists of a blac",k,l," vel@et waisteoat, a"
a blacl vel@et waist,c,e,"oat, and tight black"
are protected by a w,h,l,ite apron tied round
"d combs; over all, h",e,o, wears a short n@nke
e constantly thrust ,w,v,hen not otherwise em
t otherwise employed,.,",", A black satin stoek
"d, A black satin sto",c,e,ke with a largo bow 
n stoeke with a larg,e,o, bow encireles his t
th a largo bow encir,c,e,"les his throat, nnl "
"cireles his throat, ",a,n,nl Iis shirt is fnst
"reles his throat, nn",d,l, Iis shirt is fnsten
"les his throat, nnl ",h,I,is shirt is fnstened
", nnl Iis shirt is f",a,n,stened by black enam
mel studs. Such is M,r.,"I,"," Tu@@n@ll Trigge, yc"
ge had just advertis,e,c,"d for an assistant, "
" Rutherf@rd Watts, b",e,c,ing abont to leave h
"@rd Watts, bcing abo",u,n,"t to leave hi@, and "
ury. It wass about t,w,s,"o o'clock, and Mr, T"
 It wass about tso o,’,',"clock, and Mr, Trigg"
" tso o'clock, and Mr",.,",", Trigge had just wit
"g, he found Watts oc",c,e,upied in cutting the
ing the hair of a mi,dd,ll,"lc-aged, sour-lookin"
 the hair of a milll,e,c,"-aged, sour-looking "
"gentleman, @ho was s",e,c,ated @ofore tho firo
"an, @ho was scated @",e,o,fore tho firo. MIr. 
was scated @ofore th,e,o, firo. MIr. Trigge b
cated @ofore tho fir,e,o,. MIr. Trigge bored 
firo. MIr. Trigge bo,w,r,"ed to the Ee,--E+a5 "
"man, and appeared re",a,n,dy to enter into con
"th him, b@t no notic",e,o,c being taken of his
 being taken of his ,a,n,"dvances, ho went and"
"n of his ndvances, h",e,o, went and talkel to 
"s, ho went and talke",d,l, to lis magpie. WThi
 went and talkel to ,h,l,is magpie. WThilo ho
to lis magpie. WThil,e,o, hoe was chattering 
"ttering to it, the s",a,n,gncious bird sereame
"ering to it, the sng",a,n,cious bird sereamed 
the sngncious bird s,c,e,reamed forth : : Tre
rd sereamed forth : ,“,:, Tretty lear 1-prett
 sereamed forth : : ,P,T,retty lear 1-pretty 
ed forth : : Tretty ,d,l,ear 1-pretty dear ' 
rth : : Tretty lear ,!—,1-,pretty dear ' @Yh I 
y lear 1-pretty dear,!”, ', @Yh I what@s that@ 
ar 1-pretty dear ' @,A,Y,h I what@s that@ Who
1-pretty dear ' @Yh ,!,I, what@s that@ Who is
t@s that@ Who is it?,”,', eried 'rigge. @Prce
s that@ Who is it?' ,c,e,ried 'rigge. @Prcett
@ Who is it?' eried ,T,',rigge. @Prcetty dcar
d 'rigge. @Prcetty d,e,c,ar.-pretty lea@@' re
rigge. @Prcetty dcar,!—,.-,pretty lea@@' reiter
rcetty dcar.-pretty ,d,l,ea@@' reiterated the
y dcar.-pretty lea@@,”,', reiterated the magp
reiterated the magpi,e,c,". Ipon this, Trigge "
terated the magpic. ,U,I,"pon this, Trigge loo"
"n this, Trigge looke",d,l," arounl, and snw a v"
 Trigge lookel aroun,d,l,", and snw a very @in"
"lookel arounl, and s",a,n,w a very @ingular li
e had somie@hat the ,a,n,ppear@nce of a groom
ed in a long grey co,a,n,"t, drab knces, and s"
"g grey cont, drab kn",e,c,"es, and small top-bo"
nd small top-boots. ,H,I,Ie had a large and r
rkably projecting mo,u,n,"th, liko that of a b"
"rojecting month, lik",e,o," that of a baboon, a"
"oon, and a great sho",c,e,k hend of black hair
and a great shoek he,a,n,d of black hair. @Ir
end of black hair. @,P,I,rottr dear l-pretty 
d of black hair. @Ir,e,o,ttr dear l-pretty de
f black hair. @Irott,y,r, dear l-pretty denr 
 hair. @Irottr dear ,!—,l-,pretty denr I'' s@ee
ttr dear l-pretty de,a,n,r I'' s@eeamel tle m
 dear l-pretty denr ,!”,I',' s@eeamel tle magpi
l-pretty denr I'' s@,r,e,eamel tle magpie. @I
tty denr I'' s@eeame,d,l, tle magpie. @I see 
 denr I'' s@eeamel t,h,l,e magpie. @I see not
"ng pretty about him,",”,',' thought MIr. Trigg
hought MIr. Trigge. ,“,4,4 What a sirange lit
 Trigge. 44 What a s,t,i,range littlo fellow.
What a sirange littl,e,o, fellow. It woull pu
irange littlo fellow,!,., It woull puzzle the
ttlo fellow. It woul,d,l, puzzle the Lord Cha
uzzle the Lord Chanc,e,c,llor himself to say 
hat his age might be,.”,",'",' The little man tao
",'' The little man t",o,a,"osk aff his hat, and"
he little man taosk ,o,a,"ff his hat, and maki"
"his hat, and making ",a,n, profo@nd how to the
d making n profo@nd ,b,h,"ow to the barber, nn"
" how to the barber, ",u,n,nfolded tho 7imes ne
" barber, nnfolded th",e,o," 7imes ne@spaper, wh"
"arber, nnfolded tho ",T,7,"imes ne@spaper, whic"
", which he carried u",nd,ul,"er his arm, and held"
", and held it @p to ",T,I,rigge. @@@at do you 
"o you want, my littl",e,o," friend, eh7'' said "
"my littlo friend, eh",?”,7',' said th@ bnrber. I
"nd, eh7'' said th@ b",a,n,rber. IIigh wages :-
'' said th@ bnrber. ,“H,II,igh wages :-high wag
bnrber. IIigh wages ,!—,:-,high wages I'' screa
 wages :-high wages ,!”,I',' screamed tho magpi
ages I'' screamed th,e,o, magpic. @Is this yo
' screamed tho magpi,e,c,". @Is this yours, si"
". @Is this yours, si",r?”,e7',' repliel the littlo
"yours, sie7'' replie",d,l," the littlo man, poi"
'' repliel the littl,e,o," man, pointing to nn"
"lo man, pointing to ",a,n,n ndvertiscment in t
"man, pointing to nn ",a,n,dvertiscment in the 
nting to nn ndvertis,e,c,ment in the newspapc
cment in the newspap,e,c,"r. @Yes, ycs, tlat's"
"e newspapcr. @Yes, y",e,c,"s, tlat's my a@lcrti"
"spapcr. @Yes, ycs, t",h,l,at's my a@lcrtisemen
"pcr. @Yes, ycs, tlat",’,',"s my a@lcrtisement, "
"s, ycs, tlat's my a@",ve,lc,"rtisement, friend,''"
"lcrtisement, friend,",”,',' replied MIr. Trigg
ge. @But what of it@,”,e, @efare the little m
But what of it@e @ef,o,a,re the little man co
 the little man coul,d,i," answer, a slight in"
While eyeing the new,-, ,"comer, Watts neglect"
"-irons, in consequen",c,e,e of which he burnt 
hich he burnt the so,u,n,r-looking gentleman'
nr-looking gentleman,’,',"s forehead, and sing"
" forehead, and singe",d,l, his hair. @Take car
"ir. @Take care, sir ",!”,1',' cried the gentlema
he de@@l are you abo,u,n,t ?'' 4 Yes I take c
e@@l are you abont ?,”,',"' 4 Yes I take care,"
l are you abont ?'' ,“,4," Yes I take care, si"
you abont ?'' 4 Yes ,!,I," take care, sir, as "
" to a saucy witness,",”,',' cried ITrigge--' `
"ess,'' cried ITrigge",—”‘,--'," ` take care, or @'l"
"-' ` take care, or @",’,',ll commit yo@n I e D
", or @'ll commit yo@",!’”,n I, e D-n Judge Learmou
 @'ll commit yo@n I ,“,e, D-n Judge Learmouth
ll commit yo@n I e D,—,-,n Judge Learmouth f 
 D-n Judge Learmouth,!”, f, cried the gentleman
"If I were a judge, @",’,T,d hang such a carele
ng such a careless f,e,c,llow.'' @Sarre him r
h a careless fcllow.,”,',' @Sarre him right 1
eless fcllow.'' @Sar,v,r,e him right 1'' scre
'' @Sarre him right ,!”,1',' screamed Mag-`` sa
ght 1'' screamed Mag,—“,-`,` sarve him right t'
-`` sarve him right ,!”,t'," @Beg pardon, sir,''"
"t' @Beg pardon, sir,",”,',' cried Watts. @I@ll
ify you in@a minute.,”,',"' @Wcll, my little f"
ou in@a minute.'' @W,e,c,"ll, my little fricnd"
"@Wcll, my little fri",e,c,"nd,'' observed Trigg"
"l, my little fricnd,",”,',"' observed Trigge, '"
"'' observed Trigge, ",“,',`and what nay be yon
" Trigge, '`and what ",m,n,ay be yonr object in
'`and what nay be yo,u,n,r object in coming t
ject in coming to me,?,",", as the great convey
er@es to his clients,—,-,what may bo yonr obj
s clients-what may b,e,o, yonr objeet 7' @You
ients-what may bo yo,u,n,r objeet 7' @You wan
hat may bo yonr obje,c,e,t 7' @You want an as
 may bo yonr objeet ,?”,7', @You want an assist
"nt an assistant, don",’,',"t you, sir 1'' rejoi"
"ant, don't you, sir ",?”,1',' rejoined tha littl
 sir 1'' rejoined th,e,a," little man, hu@bly."
"little man, hu@bly. ",“,:,Do you apply on your
 behalf of a f@iend ,?”,7', asked ITrigge. @On 
"ITrigge. @On my own,",”,',' replied the little
your qualifications ,?”,1', demanded Trigge@@wh
your qualifications ,?”,2',' @I faney I underst
fications 2'' @I fan,c,e,y I understand somet
"ing of the business,",”,',' replied the little
n than they are now.,”,',' ITIIE BARBER OP LO
han they are now.'' ,“,I,TIIE BARBER OP LONDO
BARBER OP LONDON. Ha,!,1, indeed1'' snid Trig
P LONDON. Ha1 indeed,!”,1',"' snid Trigge, langh"
DON. Ha1 indeed1'' s,a,n,"id Trigge, langhing."
"d1'' snid Trigge, la",u,n,ghing. @That must ha
 in the last century,—,-,in Queen Anne's time
entury-in Queen Anne,’,',s time-eh 2'' e You 
in Queen Anne's time,—,-,eh 2'' e You have hi
ueen Anne's time-eh ,?”,2',' e You have hit it 
 Anne's time-eh 2'' ,“,e, You have hit it exa
"hit it exactly, sir,",”,',' replied the little
It was in Queen Anne,’,',s time.'' @Perhaps y
n Queen Anne's time.,”,',' @Perhaps you recol
"rn, my little Nestor",?”,",'",' cried Mr. ITrigge.
"ITrigge. @Perfectly,",”,',' replied the little
n Charles the Second,’,',s time.'' 4You saw '
s the Second's time.,”,',"' 4You saw 'em, of c"
he Second's time.'' ,“,4,"You saw 'em, of cour"
's time.'' 4You saw ,’,',"em, of course?'' eri"
" saw 'em, of course?",”,',"' eried the barber, "
"w 'em, of course?'' ",c,e,"ried the barber, wit"
"rber, with a sneer. ",“,e," I did,'' replied th"
"th a sneer. e I did,",”,',' replied the little
" be out of his mind,",”,',' eriel Trigge. 4 Ia
" out of his mind,'' ",c,e,riel Trigge. 4 Ia @h
" of his mind,'' erie",d,l, Trigge. 4 Ia @hall 
"nd,'' eriel Trigge. ",“,4, Ia @hall have a com
",'' eriel Trigge. 4 ",We,Ia, @hall have a commis
Rolls would observe.,”,',' @I hope I may suit
"I may suit you, sir,",”,',' said the little ma
e little man. @I don,’,',"t think you will, my"
"you will, my friend,",”,', replied Mr. Trigge;
replied Mr. Trigge; ,“,t,I don't think you wi
d Mr. Trigge; tI don,’,',t think you will. Yo
nk you will. You don,’,',t seem to have a han
essing. Are you awar,e,o, of the talent the a
 it has cost me to e,a,n,rn tho enviable titl
s cost me to enrn th,e,o, enviable title of t
 Barber of London? @,’,',m as proud of that t
t title as if I were,——”,-'', @Lord Chancellor 1-
'' @Lord Chancellor ,!—,1-,Lord Chancellor I' s
r 1-Lord Chancellor ,!”,I', screamed Mag. @Prec
"ag. @Precisely, Mag,",”,',' sai@ MIr. Irigge; 
"y, Mag,'' sai@ MIr. ",T,I,rigge; `` as if I we
' sai@ MIr. Irigge; ,“,`,` as if I were Lord 
 if I were Lord Chan,c,e,"ellor.'' @Well, @'m "
ere Lord Chaneellor.,”,',"' @Well, @'m sorry f"
"aneellor.'' @Well, @",’,',"m sorry for it,'' sa"
"l, @'m sorry for it,",”,',' said the little ma
"an, disconsolately. ",“,e,e Pretty denr I'' sc
