OCR Text,Ground Truth
"As I wos sayin’, we gets a high price sometimes for restorin’ a favourite, especially ven ve've a soft-hearted lady to deal vith.","As I wos sayin’, we gets a high price sometimes for restorin’ a favourite, especially ven ve’ve a soft-hearted lady to deal vith."
"“ There's no hurry.” “ No;.ve must decide at vonce,” said the Tinker.","“There’s no hurry.” “No; ve must decide at vonce,” said the Tinker."
"Fashions seem to me to have so changed, that I had clean forgotten the old ones; while my fellow-men scarcely appeared the same as heretofore.","Fashions seem to me to have so changed, that I had clean forgotten the old ones; while my fellow-men scarcely appeared the same as heretofore."
"A stream of light, descending from a narrow aperture in the roof, fell upon his wasted and haggard features.","A stream of light, descending from a narrow aperture in the roof, fell upon his wasted and haggard features."
"Though the sky was cloudy, there was light enough to enable him to distinguish that they were near an old dilapidated mansion.","Though the sky was cloudy, there was light enough to enable him to distinguish that they were near an old dilapidated mansion."
The next he visited in the same way was full of gold.,The next he visited in the same way was full of gold.
"The walls were panelled with dusky oak, and hung at the lower end with tapestry, representing the Assyrian monarch Ninus, and his captive Zoroaster, King of the Bactrians.","The walls were panelled with dusky oak, and hung at the lower end with tapestry, representing the Assyrian monarch Ninus, and his captive Zoroaster, King of the Bactrians."
"“ You see you ought to blame him, not me,” said Rougemont, with a derisive laugh.","“You see you ought to blame him, not me,” said Rougemont, with a derisive laugh."
"“ Leave me, Rougemont !” he cried, fiercely.","“Leave me, Rougemont!” he cried fiercely."
"“I told you the poor fellow was half cracked.” At this moment, a roguish-looking fellow, with red whiskers and hair, and clad in a velveteen jacket with ivory buttons, who had been watching the iron-merchant at some distance, came up, and touching his hat, said, “ Mr.","“I told you the poor fellow was half cracked.” At this moment, a roguish-looking fellow, with red whiskers and hair, and clad in a velveteen jacket with ivory buttons, who had been watching the iron-merchant at some distance, came up, and touching his hat, said, “Mr."
“T won't be left.,“I won’t be left.
“Take a last look of her.,“Take a last look of her.
"“ By this,” she cried, “I surrender myself, soul and body, to you?” “ You do,” replied the stranger.","“By this,” she cried, “I surrender myself, soul and body, to you?” “You do,” replied the stranger."
“ Your attempt at selfdestruction has placed you wholly in my power.,“Your attempt at self-destruction has placed you wholly in my power.
"Will you save me from a prison ?” “ J will do all this, and more,” replied Rougemont.","Will you save me from a prison?” “I will do all this, and more,” replied Rougemont."
"He was, however, soon roused by a pull at his hair, while a shrill voice called him by his name.","He was, however, soon roused by a pull at his hair, while a shrill voice called him by his name."
"“I wish I could persuade myself I had lived for two centuries and a half.” “ Would you could have seen the ancient cross, which once stood there, erected by Edward the First to his beloved wife, ‘ Eleanor of Castile,’” said Morse, heedless of the other's remark.","“I wish I could persuade myself I had lived for two centuries and a half.” “Would you could have seen the ancient cross, which once stood there, erected by Edward the First to his beloved wife, ‘Eleanor of Castile’!” said Morse, heedless of the other’s remark."
"Talbot was a man of about sixty—tall, thin, and gentleman-like in deportment, with grey hair, and black eyebrows, which lent considerable expression to the orbs beneath them.","Talbot was a man of about sixty—tall, thin, and gentlemanlike in deportment, with grey hair, and black eyebrows, which lent considerable expression to the orbs beneath them."
"But how fortunate the former escaped destruction in Oliver Cromwell's time.” “T can tell you how that came to pass, sir,” replied Morse, “ for I was assistant to John Rivers, the brazier, to whom the statue was sold.” “ Ah!","But how fortunate the former escaped destruction in Oliver Cromwell’s time!” “I can tell you how that came to pass, sir,” replied Morse, “for I was assistant to John Rivers, the brazier, to whom the statue was sold.” “Ah!"
"Its lurid glimmer partially illumined the chamber, and showed that it was built of stone.","Its lurid glimmer partially illumined the chamber, and showed that it was built of stone."
"“ Look up, I say,” cried the Sandman.","“Look up, I say,” cried the Sandman."
My words are fulfilled |” 104 AURIOL. And he disappeared.,My words are fulfilled!” And he disappeared.
I have just quitted him.,I have just quitted him.
"“ Doctor Lamb’s dwelling is but a step from the gateway—in fact, the first house on the bridge.","“Doctor Lamb’s dwelling is but a step from the gateway—in fact, the first house on the bridge."
"“ And you want a place?” demanded the sour-looking gentleman, eyeing him narrowly.","“And you want a place?” demanded the sour-looking gentleman, eyeing him narrowly."
"After a struggle or two for respiration the dwarf opened his eyes, and gazed at the group around him.","After a struggle or two for respiration, the dwarf opened his eyes, and gazed at the group around him."
"“ What mean you, wretch ?” cried Mr.","“What mean you, wretch?” cried Mr."
"But though every nook and corner of the place was visited—though the attics were searched, ‘and all the windows examined—not a trace of the dwarf could be discovered, nor any clue to his mysterious disappearance detected.","But though every nook and corner of the place was visited—though the attics were searched, and all the windows examined—not a trace of the dwarf could be discovered, nor any clue to his mysterious disappearance detected."
