Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
328,"Here, boy, here !” “ That ‘ud be famous fun, indeed, Spicer!” cried another rapscallion behind him.","Here, boy, here!” “That ‘ud be famous fun, indeed, Spicer!” cried another rapscallion behind him.","Here, boy, here !” “ That ‘ud be famous fun, indeed, Spicer!” cried another rapscallion behind him.","Here, boy, here!” “That ‘ud be famous fun, indeed, Spicer!” cried another rapscallion behind him.",0.020618556701030927,0.0,100.0
329,"Down came the first helmet, and covered the Tinker to the shoulders.","Down came the first helmet, and covered the Tinker to the shoulders.","Down came the first helmet, and covered the Tinker to the shoulders.","Down came the first helmet, and covered the Tinker to the shoulders.",0.0,0.0,
330,"The extraordinary and incongruous assemblage of objects which met the gaze of the Sandman, coupled with the deserted appearance of the place, produced an effect upon his hardy but superstitious nature.","The extraordinary and incongruous assemblage of objects which met the gaze of the Sandman, coupled with the deserted appearance of the place, produced an effect upon his hardy but superstitious nature.","The extraordinary and incongruous assemblage of objects which met the gaze of the Sandman, coupled with the deserted appearance of the place, produced an effect upon his hardy but superstitious nature.","The extraordinary and incongruous assemblage of objects which met the gaze of the Sandman, coupled with the deserted appearance of the place, produced an effect upon his hardy but superstitious nature.",0.0,0.0,
331,"I have a presentiment that if our marriage is so long delayed, it will not take place at all.” “ You are full of misgivings, Auriol,” she replied.","I have a presentiment that if our marriage is so long delayed, it will not take place at all.” “You are full of misgivings, Auriol,” she replied.","I have a presentiment that if our marriage is so long delayed, it will not take place at all.” “ You are full of misgivings, Auriol,” she replied.","I have a presentiment that if our marriage is so long delayed, it will not take place at all.” “You are full of misgivings, Auriol,” she replied.",0.006896551724137931,0.0,100.0
332,"VI. THE CHARLES THE SECOND SPANIEL. Ir was about two o'clock, on a charming spring day, that a stout middle-aged man, accompanied by a young person of extraordinary beauty, took up his station in front of Langham Church.","Chapter 6 THE CHARLES THE SECOND SPANIEL It was about two o’clock, on a charming spring day, that a stout middle-aged man, accompanied by a young person of extraordinary beauty, took up his station in front of Langham Church.","VI. THE CHARLES THE SECOND SPANIEL. Ir was about two o'clock, on a charming spring day, that a stout middle-aged man, accompanied by a young person of extraordinary beauty, took up his station in front of Langham Church.","Chapter 6 THE CHARLES THE SECOND SPANIEL It was about two o’clock, on a charming spring day, that a stout middle-aged man, accompanied by a young person of extraordinary beauty, took up his station in front of Langham Church.",0.05333333333333334,0.0,100.0
333,“I was certain somethin’ dreadful was goin’ on.,“I was certain somethin’ dreadful was goin’ on.,“I was certain somethin’ dreadful was goin’ on.,“I was certain somethin’ dreadful was goin’ on.,0.0,0.0,
334,"Reassured by the sight, Auriol recovered his courage, and suffered Rougemont to throw a cloak over Edith’s shoulders.","Reassured by the sight, Auriol recovered his courage, and suffered Rougemont to throw a cloak over Edith’s shoulders.","Reassured by the sight, Auriol recovered his courage, and suffered Rougemont to throw a cloak over Edith’s shoulders.","Reassured by the sight, Auriol recovered his courage, and suffered Rougemont to throw a cloak over Edith’s shoulders.",0.0,0.0,
335,"But you know, sir,” he added, touching his forehead, “ you have been a little wrong here, and your memory and reason are not of the clearest.” “Where does my grandsire dwell ?” asked Auriol.","But you know, sir,” he added, touching his forehead, “you have been a little wrong here, and your memory and reason are not of the clearest.” “Where does my grandsire dwell?” asked Auriol.","But you know, sir,” he added, touching his forehead, “ you have been a little wrong here, and your memory and reason are not of the clearest.” “Where does my grandson dwell ?” asked Auriol.","But you know, sir,” he added, touching his forehead, “you have been a little wrong here, and your memory and reason are not of the clearest.” “Where does my grandson dwell?” asked Auriol.",0.026595744680851064,0.015957446808510637,40.00000000000001
336,“ The victims of Auriol !” replied the figure on the right.,“The victims of Auriol!” replied the figure on the right.,“ The victims of Auriol !” replied the figure on the right.,“The victims of Auriol!” replied the figure on the right.,0.03508771929824561,0.0,100.0
337,"A pal of mine gets hold on it, and the gent soon offers a reward for its recovery.","A pal of mine gets hold on it, and the gent soon offers a reward for its recovery.","A pal of mine gets hold on it, and the gent soon offers a reward for its recovery.","A pal of mine gets hold on it, and the gent soon offers a reward for its recovery.",0.0,0.0,
338,"Their path led through a grove, in the midst of which was a fountain; and they were hastening towards its marble brink, when all at once Edith uttered a scream, and, starting back, pointed to a large black snake lying before her, and upon which she would have trodden the next moment.","Their path led through a grove, in the midst of which was a fountain; and they were hastening towards its marble brink, when all at once Edith uttered a scream, and, starting back, pointed to a large black snake lying before her, and upon which she would have trodden the next moment.","Their path led through a grove, in the midst of which was a fountain; and they were hastening towards its marble brink, when all at once Edith uttered a scream, and, starting back, pointed to a large black snake lying before her, and upon which she would have trodden the next moment.","Their path led through a grove, in the midst of which was a fountain; and they were hastening towards its marble brink, when all at once Edith uttered a scream, and, starting back, pointed to a large black snake lying before her, and upon which she would have trodden the next moment.",0.0,0.0,
339,What more could you require ?” “ But upon what terms ?” demanded Auriol.,What more could you require?” “But upon what terms?” demanded Auriol.,What more could you require ?” “ But upon what terms ?” demanded Auriol.,What more could you require?” “But upon what terms?” demanded Auriol.,0.043478260869565216,0.0,100.0
340,"Having next patted the head of a huge bulldog who came out of his kennel to greet her. and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard.","Having next patted the head of a huge bulldog who came out of his kennel to greet her, and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard.","Having next patted the head of a huge bulldog who came out of his kennel to greet her. and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard.","Having next patted the head of a huge bulldog who came out of his kennel to greet her, and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard.",0.004366812227074236,0.0,100.0
