OCR Text,Ground Truth
"Unable to bear these accumulated horrors, Auriol became, for a short space, insensible.","Unable to bear these accumulated horrors, Auriol became, for a short space, insensible."
"When it has attaiued its first qarter, Ebbs shall bo mine.","When it has attained its first quarter, Ebba shall be mine."
"IIaving silenced his dogs with some diffieculty, MIr. Ginger burst into a roar of laughter, excited hy the littlo old man's grotesque appearance, in which he was joined by the finker; but thoe Sandman never relaxed a muscle of his sullen cotntenance.","Having silenced his dogs with some difficulty, Mr. Ginger burst into a roar of laughter, excited by the little old man’s grotesque appearance, in which he was joined by the Tinker; but the Sandman never relaxed a muscle of his sullen countenance."
A dread ides was suggested by the e,A dread idea was suggested by the occurrence.
"As she spoke, she felt a shudder pass tlrogh Anriol's frame.","As she spoke, she felt a shudder pass through Auriol’s frame."
e But now comes the cream o' the jest.,“But now comes the cream o’ the jest.
"Msg is a clever creature, sir-that she is,'' repliod the barber.","Mag is a clever creature, sir—that she is,” replied the barber."
"As had been foretold, however, by ougemont, his position did not cansae him so much anxiety as before,","As had been foretold, however, by Rougemont, his position did not cause him so much anxiety as before."
"Come with me, and you shall be econvineed of my sinceerity.'' Auriol at length assented, and they tnrned into Saint James's-square, and paused before a magnificent hose","“Come with me, and you shall be convinced of my sincerity.” Auriol at length assented, and they turned into Saint James’s Square, and paused before a magnificent house."
"Recoiling at tho touch, he raised his eyes, and beheld the stranger leaning over him, and gazing at him with a look of diabolical exultation.","Recoiling at the touch, he raised his eyes, and beheld the stranger leaning over him, and gazing at him with a look of diabolical exultation."
"Thorneycroft; bat your proceedings appear very mysterious.'' e The wholo affair is mysterious,'' replied Reeks,","Thorneycroft; “but your proceedings appear very mysterious.” “The whole affair is mysterious,” replied Reeks."
"From the holes in the ceiling already alluded to, descended three hesy bell-shaped helmnets, fashioned like those worn by divers at the bottom of the sea, and having round eyelet-holes of glass.","From the holes in the ceiling already alluded to, descended three heavy bell-shaped helmets, fashioned like those worn by divers at the bottom of the sea, and having round eyelet-holes of glass."
"Thorneycroft descended, but scarcely had he set foot on the ground, . than he felt himself rudely grasped by as man who stepped from under the archway.","Thorneycroft descended, but scarcely had he set foot on the ground, than he felt himself rudely grasped by a man who stepped from under the archway."
"But he can't be in his AUnIOD right mind to come to such a ken as tlat, and go on as you mentions.'' As to that I can't say,'' replied the Tinker; `` and it don't much matter, as far as ve're consarned.'' Deil a bit,'' rejoined the Sandman, ``except-yon'rs sure it worn't a sperrit, Tinker.","But he can’t be in his right mind to come to such a ken as that, and go on as you mentions.” “As to that I can’t say,” replied the Tinker; “and it don’t much matter, as far as ve’re consarned.” “Devil a bit,” rejoined the Sandman, “except—you’re sure it worn’t a sperrit, Tinker."
"His time wos nearer at 'and than le expected.'' Doil or not, I'll have him back agin, or at all events 1 . thereaa pocket-book 1' cried the Tinker.","His time wos nearer at ‘and than he expected.” “Devil or not, I’ll have him back agin, or at all events the pocket-book!” cried the Tinker."
"The anguish occasioned by the imaginary wound roused him from his slumber, and looking up, ho perceied that a serant wnas in attendance.","The anguish occasioned by the imaginary wound roused him from his slumber, and looking up, he perceived that a servant was in attendance."
"Ven I soe you this mornin', you wos in the serwice of Mr.","“Ven I see you this mornin’, you wos in the serwice of Mr."
""" Ah1",“Ah!
"-150 AURIOI. Ir was a delicious morning in May, and the sun shone brightly on Auriol's gorgeous equipage, as he droro to St.","Chapter 5 The Seventh Night It was a delicious morning in May, and the sun shone brightly on Auriol’s gorgeous equipage, as he drove to St."
"s hat is to be done 1' It makes my blood run cold to hear him,'' whispered] the Sandman.","“What is to be done?” “It makes my blood run cold to hear him,” whispered the Sandman."
"He was tall, carried himself very erect, and seemed in the full vigour of early manhood; but his features had a worn and ghastly look, as if bearing the stamp of long-indulged and frightful excesses, while his dark gleaming eyes gave him an expression almost diabolical.","He was tall, carried himself very erect, and seemed in the full vigour of early manhood; but his features had a worn and ghastly look, as if bearing the stamp of long-indulged and frightful excesses, while his dark gleaming eyes gave him an expression almost diabolical."
"Good by, Old Parr.","Good-bye, Old Parr."
"Haing ascertained his new adlress from his card, she wrote to assnre him of her constant attachment.","Having ascertained his new address from his card, she wrote to assure him of her constant attachment."
"Haing next patted the head of a huge bulldog who came ont of his kennel to greet her. and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard.","Having next patted the head of a huge bulldog who came out of his kennel to greet her, and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard."
"One night-I remember it well,-it was the last night of the sixteenth century,-a young man, severely wounded, was brought to my master'a dwelling on London-bridge.","One night—I remember it well,—it was the last night of the sixteenth century,—a young man, severely wounded, was brought to my master’s dwelling on London Bridge."
"Wot kind o' seecrets are they 2'' Vy, hangi' secrets,'' replied the Tinker, with mysterious emphasis.","“Wot kind o’ secrets are they?” “Vy, hangin’ secrets ,” replied the Tinker, with mysterious emphasis."
