Contexte gauche,Chaîne,Transcription,Contexte droit
 @@@@@@@@@@determine,d,l, to preserve it from
 and was declared th,e,o, purchaser. But how 
was declared the pur,c,e,haser. But how to di
e of it was th@e dif,f,l,iculty@? He could tr
was th@e difficulty@,?,1, He could trust none
f our slaughtered so,v,r,"ereign, as himself. "
" in the cellar, whit",h,l,er the statue had be
"ar, whither the stat",u,n,"e had been conveyed,"
"uring that time, my ",m,n,aster collected toge
declared they were t,h,l,e fragments of the s
handl@es @of knives ,a,n,"nd forks in brass, g"
atue. And plenty of ,’,',"em he sold too, for "
he Cavaliers bought ,’,',em as memorials of t
ck his outlay.”@ “Ha,!,1, ha@! ha@!”@ laughed
s outlay.”@ “Ha! ha@,!,I, ha@!”@ laughed Loft
 “Ha! ha@! ha@!”@ la,u,n,"ghed Loftus. “Well, "
"ame the Restoration,",”,',@ pursued M@orse; “@
",”@ pursued M@orse; ",“,`,@@and my master made
aster made known to ,K,I,ing Charles the Seco
n to King Charles th,e,a, Second the treasure
 King Charles the Se,c,e,ond the treasure he 
 in its old position,—,-,but I forget whether
"k not.”@ “No matter,",”,',@ cried Loftus; “@@h
"er,”@ cried Loftus; ",“,',@@he was sufficientl
ne a noble action. B,u,n,t let us go and exam
estal @more closely.,”,',@ W@@@@@@@@@@@@@@@@@
al @more closely.”@ ,W,x,@@@@@@@@@@@@@@@@@@@@
 crossed over the ro,a,n,"d; and, taking off h"
"ing off his hat, thr",u,n,st his head through 
to point out the bea,u,n,ties of the sculptur
auties of the sculpt,u,n,re with greater conv
tump beside him. “Yo,u,n, are aware that this
"ing Gibbons, sir?”@ ",c,o,ried the dwarf. “T@@
r?”@ cried the dwarf,.,","," “T@@o be sure I am,"
" “T@@o be sure I am,",”,',@ replied Loftus—“@@
to be sure. What fan,c,e,y and gusto is displ
displayed in the tre,a,n,tment of these troph
"s equally admirable,",”,',@ cried Morse. “N@ev
”@ cried Morse. “N@e,v,r,er saw anything fine
" saw anything finer,",”,',@ rejoined Loftus—“@
rejoined Loftus—“@ne,v,r,"er, upon my life.” E"
"ned Loftus—“@never, ",u,n,pon my life.” Every 
"—“@never, upon my li",f,t,e.” Every one knows 
"never, upon my life.",”,"""", Every one knows how
w easily a crowd is ,c,o,"ollected in London, "
sily a crowd is coll,e,o,"cted in London, and "
investigations unmol,e,o,sted. Several ragged
d. Several ragged ur,c,e,"hins got round them,"
okes upon them. Thes,e,o, were speedily joine
"et-porter, a butcher",’,',"s apprentice, an old"
"er, a butcher’s appr",e,c,"ntice, an old Israel"
"’s apprentice, an ol",d,l, Israelitish clothes
y-boys. “My eyes!”@ ,c,e,ried the street-swee
"the street-sweeper, ",“,',@only twig these cov
e coves. If they ain,’,',"t green ‘uns, I’m do"
If they ain’t green ,‘,',"uns, I’m done.”@ “Ol"
" ain’t green ‘uns, I",’,T,m done.”@ “Old Spect
"reen ‘uns, I’m done.",”,',@ “Old Spectacles th
e has found it all o,u,n,"t,”@ remarked the po"
"as found it all out,",”,',@ remarked the porte
emarked the porter; ,“,`,@ve shall hear wot i
@@@@@@@.” “Plesh ma ,‘,',"art,”@ cried the Jew"
"@@.” “Plesh ma ‘art,",”,',"@ cried the Jew, “va"
"” “Plesh ma ‘art,”@ ",c,e,"ried the Jew, “vat t"
 thinks they sees?” ,“,T,"I’ll tell ‘ee, maste"
y sees?” “I’ll tell ,‘,',"ee, master,”@ rejoin"
"ll tell ‘ee, master,",”,',@ rejoined the butch
rejoined the butcher,’,',s apprentice; “they’
tcher’s apprentice; ,“,2,they’re a tryin’ vic
’s apprentice; “they,’,',re a tryin’ vich on 
ce; “they’re a tryin,’,', vich on ’em can see
re a tryin’ vich on ,’,',em can see farthest 
t into a@ millstone.,”,',@ “Only think of liv
irable work of art b,e,w,fore@!”@ cried Loftu
k of art before@!”@ ,c,e,"ried Loftus, quite u"
"@!”@ cried Loftus, q",u,n,ite unconscious that
"ied Loftus, quite un",c,e,onscious that he had
 object of general c,u,n,riosity. “Look close
"loser at it, old gem",’,',"man,”@ cried the por"
" at it, old gem’man,",”,',@ cried the porter. 
" it, old gem’man,”@ ",c,e,ried the porter. “Th
 you’ll admire it.” ,“,`,"@Quite true,”@ repli"
l admire it.” “@Quit,e,a," true,”@ replied Lof"
"e it.” “@Quite true,",”,',"@ replied Loftus, fa"
orse had spoken; “it,’,5,ll bear the closest 
 closest inspection.,”,',"@ “I say, Ned,”@ obs"
"tion.”@ “I say, Ned,",”,',@ observed one of th
e charity-boys to th,e,o," other, “@@do you ge"
"-boys to the other, ",“,',@@do you get over th
 get over the railin,’,',; they must ha’ drop
 over the railin’; t,h,l,ey must ha’ dropped 
ide. See what it is.,”,',@ “@I’m afraid o’ sp
. See what it is.”@ ,“,e,@I’m afraid o’ spiki
ee what it is.”@ “@I,’,',m afraid o’ spikin’ 
is.”@ “@I’m afraid o,’,'," spikin’ myself, Joe"
I’m afraid o’ spikin,’,'," myself, Joe,”@ repl"
"spikin’ myself, Joe,",”,',@ replied the other;
"f, Joe,”@ replied th",e,o, other; “but just gi
"ve us a@ lift, and I",’,T,ll try.”@ “Wot are y
" lift, and I’ll try.",”,',@ “Wot are you arter
" arter there, you yo",u,t,ng rascals?”@ cried 
ied the coalheaver; ,“,`,"@@come down, or I’ll"
coalheaver; “@@come ,d,i,"own, or I’ll send th"
"; “@@come down, or I",’,T,ll send the perlice 
"own, or I’ll send th",e,o, perlice to you.”@ “
I’ll send the perlic,e,o, to you.”@ “Wot two 
 the perlice to you.,”,',@ “Wot two pr@ecious
us guys these is!”@ ,c,e,ried a ragamuffin la
guys these is!”@ cri,e,c,"d a ragamuffin lad, "
 by a bull@dog. “I’v,e,o, a good mind to chuc
ood mind to chuck th,e,o, little ’un off the 
to chuck the little ,’,',"un off the post, and"
" off the post, and s",e,c,t Tartar at him. Her
 here!”@ “That ‘ud b,e,o," famous fun, indeed,"
nother rapscallion b,e,c,hind him. “Arrah! le
n behind him. “Arrah,!,l," let ’em alone, will"
nd him. “Arrah! let ,’,',"em alone, will you t"
"t ’em alone, will yo",u,n," there, you young @d"
", will you there, yo",u,n, young @divils@!”@ c
u young @divils@!”@ ,c,e,ried an Irish brickl
ung @divils@!”@ crie,d,l, an Irish bricklayer
n Irish bricklayer; ,“,',@don’t you see they’
sh bricklayer; “@don,’,',t you see they’re on
“@don’t you see they,’,',re only two paiceabl
don’t you see they’r,e,a, only two paiceable 
hey’re only two paic,e,c,able antiquaries.”@ 
iceable antiquaries.,”,',@ “@@@@@@@@@@@@@@@@@
able antiquaries.”@ ,“,T,@@@@@@@@@@@@@@@@@@@@
"@@@O@@@@@@@@@h, they",’,',"re antiquaries, are "
tle street-sweeper. ,“,t,"@@Vell, I never see "
er see the likes on ,’,',"em afore; did you, S"
"em afore; did you, S",a,n,"m?” “Never,”@ replie"
"d you, Sam?” “Never,",”,',@ replied the porter
"h, murther in Irish@",!,l,@ ye’re upsettin’ me
rther in Irish@!@ ye,’,',"re upsettin’ me, an’"
sh@!@ ye’re upsettin,’,'," me, an’ all the fru"
"’re upsettin’ me, an",’,', all the fruits of m
"ttin’ me, an’ all th",e,a, fruits of my indust
"uits of my industry,",”,',@ cried an applewoma
hom the bricklayer h,a,n,d run his barrow. “D
row. “Divil seize yo,u,n, for a careless waga
vil seize you for a ,c,e,areless wagabone! Wh
ss wagabone! Why don,’,',t you look where ye’
’t you look where ye,’,',"re goin’, and not dh"
ook where ye’re goin,’,',", and not dhrive int"
ple in that way@?”@ ,“,',"Axes pardon, Molly,”"
"“Axes pardon, Molly,",”,',@ said the bricklaye
aid the bricklayer; ,“,',but I was so inter e
so inter est ed in t,h,l,"em antiquaries, that"
"quaries, that I didn",’,',t obsarve ye.”@ “Ant
 that I didn’t obsar,v,r,e ye.”@ “Antiquaries
I didn’t obsarve ye.,”,',@ “Antiquaries be ha
ntiquaries be hanged,!,1, what’s such warmint
ries be hanged! what,’,',s such warmint to me
man@ furiously. “You,’,',ve destroyed my day’
’ve destroyed my day,’,',"s market, and bad lu"
ad luck to ye!”@ “We,l,I,"l, never heed, Molly"
", never heed, Molly,",”,',@ cried the good-nat
; “I’ll make it up t,’,',ye. Pick up your app
f the craiter if you,’,',ll come along wid me
”@@@@@@ While this w,a,s,"s passing, a stout g"
"o notice him, and co",n,s,tinued to expiate up
"ce him, and continue",d,a, to expiate upon the
"him, and continued t",o,e, expiate upon the be
nd continued to expi,a,s,te upon the beauty o
pon the beauty of th,e,r, trophies. “What are
 beauty of the troph,i,u,es. “What are you ta
tout gentleman. “Gri,n,u,"ling Gibbons,”@ repl"
". “Grinling Gibbons,",”,',"@ replied Loftus, wi"
"ed Loftus, without t",u,a,rning round. “Horace
 he has given it to ,a,s, stone@@@@@@@@@@@@@.
"ine, my good fellow,",”,',@ said the stout gen
"od fellow,”@ said th",e,a," stout gentleman, se"
him by the sho@ulder,;,",", “but don’t you see 
 sho@ulder; “but don,’,',t you see the crowd 
ou see the crowd you,’,',re collecting round 
he crowd you’re coll,e,c,cting round you? You
collecting round you,?,7, You’ll be mobbed pr
cting round you? You,’,',ll be mobbed present
be mobbed presently.,”,',"@ “Why, how the devi"
".”@ “Why, how the de",v,r,il did you come here
how the devil did yo,u,n," come here, brother "
"s, at last recognisi",n,a,"g him. “Come along, "
" and @I’ll tell you,",”,',@ replied the iron-m
"he iron-merchant, dr",a,s,"gging him away, whil"
sely behind them. “I,’,T,m so glad to have me
"lad to have met you,",”,',@ pursued Thorneycro
"met you,”@ pursued T",h,l,"orneycroft, as soon "
e clear of the mob; ,“,"""",@@you’ll be shocked 
r of the mob; “@@you,’,',ll be shocked to hea
the mob; “@@you’ll b,e,o, shocked to hear wha
" your niece, Ebba.” ",“,e,"@Why, what has happe"
it at once. I hate t,o,e, be kept in suspense
at once. I hate to b,e,o, kept in suspense.”@
be kept in suspense.,”,',"@ “She has left me,”"
"”@ “She has left me,",”,',@ replied Thorneycro
"e,”@ replied Thorney",c,e,roft—“@left her old 
old indulgent father,—,-,run away.”@ “@Run aw
ent father—run away.,”,',@ “@Run away!” excla
 father—run away.”@ ,“,e,@Run away!” exclaime
way.”@ “@Run away!” ,e,o,xclaimed Loftus. “@I
y.”@ “@Run away!” ex,c,e,laimed Loftus. “@Imp
“@Run away!” exclaim,e,o,d Loftus. “@Impossib
” exclaimed Loftus. ,“,"""",@Impossible! @I’ll n
Loftus. “@Impossible,!,1, @I’ll not believe i
@I’ll not believe it,—,-,even from your lips.
even from your lips.,”,',@ “@Would it were no
n from your lips.”@ ,“,4,@Would it were not s
om your lips.”@ “@Wo,u,n,ld it were not so!—b
ld it were not so!—b,u,n,"t it is, alas! too t"
" so!—but it is, alas",!,l," too true,”@ replied"
" it is, alas! too tr",u,a,"e,”@ replied Thorney"
" is, alas! too true,",”,',@ replied Thorneycro
" alas! too true,”@ r",e,c,plied Thorneycroft@ 
hing was so unnecess,a,n,"ry, for I would glad"
"nnecessary, for I wo",u,n,ld gladly have given
or I would gladly ha,v,n,e given her to the y
would gladly have gi,v,r,en her to the young 
have given her to th,e,o, young man. M@y sole
y disgraced herself.,”,',"@ “No, she is too hi"
gh principled for th,a,i,"t,”@ cried Loftus. “"
"principled for that,",”,',@ cried Loftus. “Res
"ncipled for that,”@ ",c,e,ried Loftus. “Rest e
"pled for that,”@ cri",e,o,d Loftus. “Rest easy
"r that,”@ cried Loft",u,a,s. “Rest easy on tha
 run away@?”@ “With ,a,s, young man named Aur
 a young man named A,u,n,"riol Dar@cy,”@ repli"
"named Auriol Dar@cy,",”,',@ replied Thor@neycr
"d Auriol Dar@cy,”@ r",e,o,plied Thor@neycroft.
@@@@@@@@@@@@@@@@@@.@,”,1,@@ “I never heard of
@@@@@@@@@@@@@@.@”@@ ,“,4,I never heard of him
" never heard of him,",”,',@ said Loftus. “But 
"Loftus. “But I have,",”,',@ interposed Morse. 
terposed Morse. “I’v,e,o, known him these two
ve known him these t,w,n,o hundred years.”@ “
these two hundred ye,a,n,rs.”@ “Eh day@! who’
e two hundred years.,”,',@ “Eh day@! who’s th
ed years.”@ “Eh day@,!,1, who’s this?”@ cried
day@! who’s this?”@ ,c,e,ried Thorneycroft. “
his?”@ cried Thorney,c,e,roft. “A crack-brain
eycroft. “A crack-br,a,s,"ined little fellow, "
 crack-brained littl,e,o," fellow, whom I’ve e"
"ittle fellow, whom I",’,T,"ve engaged as valet,"
"ellow, whom I’ve eng",a,s,"ged as valet,”@ repl"
"ve engaged as valet,",”,',@ replied Loftus. “@
",”@ replied Loftus. ",“,"""",@He fancies he was b
ies he was born in Q,u,a,een Elizabeth’s time
n in Queen Elizabeth,’,',s time.”@ “@@It’s no
en Elizabeth’s time.,”,',"@ “@@It’s no fancy,”"
Elizabeth’s time.”@ ,“,e,"@@It’s no fancy,”@ @"
beth’s time.”@ “@@It,’,',"s no fancy,”@ @cried"
me.”@ “@@It’s no fan,c,e,"y,”@ @cried Morse. “"
"”@ “@@It’s no fancy,",”,',@ @cried Morse. “I a
. “I a@m perfectly a,c,s,quainted with Auriol
ed with Auriol Darcy,’,',s history. He drank 
tory. He drank of th,e,a, @same elixir as mys
 elixir as myself.” ,“,e,"@If you know him, ca"
 as myself.” “@If yo,u,n," know him, can you g"
im@?”@ asked Thorney,c,e,roft. “I am sorry I 
"I am sorry I cannot,",”,',@ replied Morse. “I 
"t,”@ replied Morse. ",“,`,I only saw him for a
 in the black cloak.,”,',@ “What’s that you s
black cloak.”@ “What,’,',s that you say@?”@ c
’s that you say@?”@ ,c,e,ried Thorneycroft@ q
having some mysterio,u,n,s connection with Au
me mysterious connec,t,x,ion with Auriol. I h
n with Auriol. I hop,e,a, that person has not
h her disappearance.,”,',@ “I shouldn’t wonde
arance.”@ “I shouldn,’,',"t wonder if he had,”"
"’t wonder if he had,",”,',@ replied Morse. “I 
anded Thorneycroft. ,“,e,@Neither more nor le
"less than the devil,",”,',@ replied Morse@ mys
"evil,”@ replied Mors",e,o,@ mysteriously. “Psh
mysteriously. “Pshaw,!,l, poh@!”@ cried Loftu
ow was half cracked.,”,',"@ At this moment, a "
"hing his hat, said, ",“,`,"@Mr. Thorneycroft, I"
" said, “@Mr. Thorney",c,e,"roft, I believe@?”@ "
 “My name is Thorney,c,e,"roft, fellow@!”@ cri"
eyeing him askance. ,“,`,"@@And your name, I f"
"And your name, I fan",c,e,"y, is Ginger?” “Exac"
"ger?” “Exactly, sir,",”,',@ replied the dog-fa
"n touching his hat, ",“,`,@@ex-actly. I didn’t
 “@@ex-actly. I didn,’,',t think you would re
news of your darter.,”,',@ “Of Ebba!”@ exclai
of your darter.”@ “O,f,I, Ebba!”@ exclaimed T
our darter.”@ “Of Eb,b,U,a!”@ exclaimed Thorn
e your news is good.,”,',@ “@@@@@@@I wish it 
our news is good.”@ ,“,:,@@@@@@@I wish it wos
 in werry bad hands.,”,',"@ “That she is, if s"
she’s in the hands o,’,', the black gentleman
"the black gentleman,",”,',@ observed Morse. “V
"k gentleman,”@ obser",v,s,"ed Morse. “Vy, Old P"
", Old Parr, that ain",’,',t you@?”@ cried Ging
" astonishment. “Vy, ",‘,',ow you are transmogr
!” “But what of my d,a,n,ughter?”@ cried Thor
f my daughter?”@ cri,e,o,d Thorneycroft; “whe
croft; “where is she,?,2," Take me to her, and"
ll be well rewarded.,”,',@ “I’ll do my best t
o my best to take yo,u,n," to her, and without"
"out any reward, sir,",”,',"@ replied Ginger, “@"
",”@ replied Ginger, ",“,',@for my heart bleeds
oung creater. As I s,a,n,"id afore, she’s in d"
dreadful bad ha@nds.,”,',@ “Do you allude to 
bad ha@nds.”@ “Do yo,u,n, allude to Mr. Aurio
de to Mr. Auriol Dar,c,e,y?”@ cried Thorneycr
to Mr. Auriol Darcy?,”,',@ cried Thorneycroft
y?”@ cried Thorneycr,o,n,ft. “@@@@@@@@@@@@@@@
cried Thorneycroft. ,“,-,@@@@@@@@@@@@@@@@@@@N
"@@@@@@@@@@@@@@@o, he",’,',s as much a wictim o
"plot as your darter,",”,',@ replied Ginger; “@
",”@ replied Ginger; ",“,',@I thought him quite
ght him quite differ,e,o,nt at first—but I@’v
e different at first,—,-,but I@’ve altered my
rent at first—but I@,’,',ve altered my mind e
since some matters h,a,s,s come to my knowled
some matters has com,e,o, to my knowledge.”@ 
ome to my knowledge.,”,',@ “You alarm me grea
 my knowledge.”@ “Yo,u,n, alarm me greatly by
 alarm me greatly by, ,-,"these dark hints,”@ "
"by these dark hints,",”,',@ cried Thorneycroft
cried Thorneycroft. ,“,e,What is to be done@?
"know in a few hours,",”,',@ replied Ginger. “I
plied Ginger. “I ain,’,',t got the exact clue
“I ain’t got the exa,c,e,t clue yet. But come
"-night, at the @Turk",’,',"s Head, at the back "
" Head, at the back o",’,'," Shoreditch Church, "
"editch Church, and I",’,T,ll put you on the ri
 the right scent. Yo,u,n, must come alone.”@ 
You must come alone.,”,',@ “@I should wish th
 must come alone.”@ ,“,4,@I should wish this 
"rother-in-law, to ac",c,e,"ompany me,”@ said Th"
"aw, to accompany me,",”,',@ said Thorneycroft.
